Date,Policy #,Queue
"Wednesday, September 27, 2017",AT10368350,Docattach
"Wednesday, September 27, 2017",AT10375360,Docattach
"Wednesday, September 27, 2017",AT10377630,Docattach
"Wednesday, September 27, 2017",AT10340230,Docattach
"Wednesday, September 27, 2017",AT10348920,Docattach
"Wednesday, September 27, 2017",AT10352000,Docattach
"Thursday, September 28, 2017",LTC5231700,Docattach
"Thursday, September 28, 2017",AT10358290,Docattach
"Thursday, September 28, 2017",AT10358880,Docattach
"Thursday, September 28, 2017",AT10358790,Docattach
"Friday, September 29, 2017",AT10368390,Docattach
"Friday, September 29, 2017",AT10361770,Docattach
"Friday, September 29, 2017",AT10362560,Docattach
"Friday, September 29, 2017",AT10372700,Docattach
"Friday, September 29, 2017",AT10367090,Docattach
"Friday, September 29, 2017",AT10364330,Docattach
"Friday, September 29, 2017",AT10363760,Docattach
"Friday, September 29, 2017",AT10367100,Docattach
"Monday, October 2, 2017",AT10335910,Docattach
"Monday, October 2, 2017",AT10340340,Docattach
"Monday, October 2, 2017",AT10341220,Docattach
"Monday, October 2, 2017",AT10346830,Docattach
"Monday, October 2, 2017",AT10348070,Docattach
"Monday, October 2, 2017",AT10349200,Docattach
"Monday, October 2, 2017",AT10350950,Docattach
"Monday, October 2, 2017",AT10351790,Docattach
"Monday, October 2, 2017",AT10352620,Docattach
"Monday, October 2, 2017",AT10352770,Docattach
"Wednesday, October 4, 2017",AT10373800,Docattach
"Wednesday, October 4, 2017",AT10339880,Docattach
"Wednesday, October 4, 2017",AT10353260,Docattach
"Wednesday, October 4, 2017",AT10358040,Docattach
"Wednesday, October 4, 2017",AT10359730,Docattach
"Wednesday, October 4, 2017",AT10359860,Docattach
"Wednesday, October 4, 2017",AT10356170,Docattach
"Wednesday, October 4, 2017",AT10361400,Docattach
"Thursday, October 5, 2017",AT10363330,Docattach
"Thursday, October 5, 2017",AT10366140,Docattach
"Thursday, October 5, 2017",AT10368050,Docattach
"Thursday, October 5, 2017",AT10368550,Docattach
"Thursday, October 5, 2017",AT10368820,Docattach
"Thursday, October 5, 2017",AT10368870,Docattach
"Thursday, October 5, 2017",AT10369540,Docattach
"Thursday, October 5, 2017",AT10369550,Docattach
"Thursday, October 5, 2017",AT10371940,Docattach
"Thursday, October 5, 2017",AT10372580,Docattach
"Thursday, October 5, 2017",AT10373550,Docattach
"Thursday, October 5, 2017",AT10375500,Docattach
"Wednesday, October 11, 2017",AT10370220,Docattach
"Wednesday, October 11, 2017",AT10370520,Docattach
"Wednesday, October 11, 2017",AT10370970,Docattach
"Wednesday, October 11, 2017",AT10372900,Docattach
"Wednesday, October 11, 2017",AT10376930,Docattach
"Wednesday, October 11, 2017",AT10346470,Docattach
"Thursday, October 12, 2017",AT10347580,Docattach
"Thursday, October 12, 2017",AT10350010,Docattach
"Thursday, October 12, 2017",LTC5223010,Docattach
"Thursday, October 12, 2017",AT10355370,Docattach
"Thursday, October 12, 2017",LTC5230410,Docattach
"Thursday, October 12, 2017",AT10367540,Docattach
"Thursday, October 12, 2017",AT10368350,Docattach
"Thursday, October 12, 2017",AT10371450,Docattach
"Thursday, October 12, 2017",AT10373610,Docattach
"Monday, October 16, 2017",AT10360840,Docattach
"Monday, October 16, 2017",AT10363810,Docattach
"Monday, October 16, 2017",LTC5231210,Docattach
"Monday, October 16, 2017",AT10365820,Docattach
"Monday, October 16, 2017",AT10368020,Docattach
"Monday, October 16, 2017",AT10384420,Docattach
"Monday, October 16, 2017",AT10384530,Docattach
"Monday, October 16, 2017",AT10385470,Docattach
"Monday, October 16, 2017",AT10385120,Docattach
"Monday, October 16, 2017",AT10384750,Docattach
"Monday, October 16, 2017",AT10384600,Docattach
"Monday, October 16, 2017",AT10372190,Docattach
"Monday, October 16, 2017",AT10357080,Docattach
"Monday, October 16, 2017",AT10358880,Docattach
"Wednesday, October 18, 2017",AT10355540,Docattach
"Wednesday, October 18, 2017",AT10331860,Docattach
"Wednesday, October 18, 2017",AT10340150,Docattach
"Wednesday, October 18, 2017",AT10340830,Docattach
"Wednesday, October 18, 2017",AT10346830,Docattach
"Wednesday, October 18, 2017",AT10347910,Docattach
"Wednesday, October 18, 2017",AT10364540,Docattach
"Wednesday, October 18, 2017",AT10366250,Docattach
"Friday, October 20, 2017",AT10361400,Docattach
"Friday, October 20, 2017",AT10344960,Docattach
"Friday, October 20, 2017",AT10354970,Docattach
"Friday, October 20, 2017",AT10362670,Docattach
"Friday, October 20, 2017",AT10367590,Docattach
"Friday, October 20, 2017",AT10368560,Docattach
"Friday, October 20, 2017",AT10369840,Docattach
"Friday, October 20, 2017",AT10372250,Docattach
"Friday, October 20, 2017",AT10375810,Docattach
"Friday, October 20, 2017",AT10352990,Docattach
"Monday, October 23, 2017",AT10363360,Docattach
"Monday, October 23, 2017",AT10371260,Docattach
"Monday, October 23, 2017",AT10342820,Docattach
"Monday, October 23, 2017",AT10345410,Docattach
"Monday, October 23, 2017",AT10353260,Docattach
"Monday, October 23, 2017",AT10356910,Docattach
"Monday, October 23, 2017",AT10357020,Docattach
"Monday, October 23, 2017",AT10359730,Docattach
"Monday, October 23, 2017",AT10362630,Docattach
"Monday, October 23, 2017",AT10362790,Docattach
"Monday, October 23, 2017",AT10366010,Docattach
"Monday, October 23, 2017",AT10366830,Docattach
"Monday, October 23, 2017",AT10313300,Docattach
"Friday, October 27, 2017",AT70006070,Docattach
"Friday, October 27, 2017",AT10333620,Docattach
"Friday, October 27, 2017",AT10384200,Docattach
"Friday, October 27, 2017",AT10382940,Docattach
"Friday, October 27, 2017",AT10333620,Docattach
"Monday, October 30, 2017",AT10374110,Docattach
"Monday, October 30, 2017",AT10351350,Docattach
"Monday, October 30, 2017",AT10333620,Docattach
"Thursday, November 2, 2017",AT10376300,Docattach
"Tuesday, November 7, 2017",AT10371390,Docattach
"Tuesday, November 7, 2017",AT10379930,Docattach
"Tuesday, November 7, 2017",AT10361660,Docattach
"Wednesday, November 8, 2017",AT10364940,Docattach
"Wednesday, November 8, 2017",AT10346530,Docattach
"Wednesday, November 8, 2017",AT10372330,Docattach
"Wednesday, November 8, 2017",AT10375580,Docattach
"Wednesday, November 8, 2017",AT10375550,Docattach
"Wednesday, November 8, 2017",AT10376640,Docattach
"Wednesday, November 8, 2017",AT10371980,Docattach
"Wednesday, November 8, 2017",AT10362280,Docattach
"Wednesday, November 8, 2017",AT10383210,Docattach
"Thursday, November 9, 2017",AT10371390,Docattach
"Thursday, November 9, 2017",AT10375920,Docattach
"Thursday, November 9, 2017",AT10379180,Docattach
"Thursday, November 9, 2017",AT10349240,Docattach
"Thursday, November 9, 2017",AT10362320,Docattach
"Thursday, November 9, 2017",AT10365680,Docattach
"Thursday, November 9, 2017",AT10369550,Docattach
"Thursday, November 9, 2017",AT10379380,Docattach
"Thursday, November 9, 2017",AT10371310,Docattach
"Thursday, November 9, 2017",AT10371540,Docattach
"Friday, November 10, 2017",AT10379930,Docattach
"Friday, November 10, 2017",AT10371540,Docattach
"Friday, December 1, 2017",AT10389990,Docattach
"Friday, December 1, 2017",AT10386380,Docattach
"Friday, December 1, 2017",AT10389000,Docattach
"Friday, December 1, 2017",AT10376560,Docattach
"Friday, December 1, 2017",AT10363630,Docattach
"Friday, December 1, 2017",AT10361440,Docattach
"Friday, December 1, 2017",AT10372400,Docattach
"Friday, December 1, 2017",AT10363530,Docattach
"Friday, December 1, 2017",AT10388300,Docattach
"Monday, December 4, 2017",AT10383900,Docattach
"Monday, December 4, 2017",AT10355750,Docattach
"Monday, December 4, 2017",AT10363870,Docattach
"Monday, December 4, 2017",AT10368900,Docattach
"Monday, December 4, 2017",AT10390440,Docattach
"Monday, December 4, 2017",AT10370300,Docattach
"Monday, December 4, 2017",AT10376610,Docattach
"Monday, December 4, 2017",AT10390890,Docattach
"Monday, December 4, 2017",AT10377950,Docattach
"Monday, December 4, 2017",AT10371060,Docattach
"Monday, December 4, 2017",AT10373490,Docattach
"Monday, December 4, 2017",AT10376230,Docattach
"Monday, December 4, 2017",AT10388990,Docattach
"Monday, December 4, 2017",AT10377330,Docattach
"Thursday, December 7, 2017",AT10381760,Docattach
"Friday, December 8, 2017",AT10374910,Docattach
"Friday, December 8, 2017",AT10374890,Docattach
"Friday, December 8, 2017",AT10360470,Docattach
"Friday, December 8, 2017",AT10384040,Docattach
"Friday, December 8, 2017",AT10351420,Docattach
"Friday, December 8, 2017",AT10361050,Docattach
"Friday, December 8, 2017",AT10362080,Docattach
"Friday, December 8, 2017",AT10366440,Docattach
"Friday, December 8, 2017",AT10368150,Docattach
"Friday, December 8, 2017",AT10368840,Docattach
"Friday, December 8, 2017",AT10369750,Docattach
"Tuesday, December 12, 2017",AT10365660,Docattach
"Tuesday, December 12, 2017",AT10365670,Docattach
"Tuesday, December 12, 2017",AT70007210,Docattach
"Tuesday, December 12, 2017",AT10346530,Docattach
"Tuesday, December 12, 2017",AT10388500,Docattach
"Tuesday, December 12, 2017",AT10378140,Docattach
"Tuesday, December 12, 2017",AT10384130,Docattach
"Tuesday, December 12, 2017",AT10382080,Docattach
"Tuesday, December 12, 2017",AT10355250,Docattach
"Tuesday, December 12, 2017",AT10342540,Docattach
"Friday, December 15, 2017",AT10385560,Docattach
"Friday, December 15, 2017",AT10379160,Docattach
"Friday, December 15, 2017",AT10376740,Docattach
"Friday, December 15, 2017",AT10369170,Docattach
"Monday, December 18, 2017",AT10374610,Docattach
"Monday, December 18, 2017",AT10376000,Docattach
"Monday, December 18, 2017",AT70007450,Docattach
"Monday, December 18, 2017",AT10378100,Docattach
"Monday, December 18, 2017",AT10382330,Docattach
"Monday, December 18, 2017",AT10375880,Docattach
"Monday, December 18, 2017",AT10347960,Docattach
"Monday, December 18, 2017",VF53181890,Docattach
"Monday, December 18, 2017",AT10381790,Docattach
"Monday, December 18, 2017",AT10369170,Docattach
"Monday, December 18, 2017",AT10381790,Docattach
"Wednesday, December 20, 2017",AT10341710,Docattach
"Wednesday, December 20, 2017",AT10373450,Docattach
"Wednesday, December 20, 2017",AT10373400,Docattach
"Wednesday, December 20, 2017",AT10389730,Docattach
"Wednesday, December 20, 2017",AT10389730,Docattach
"Wednesday, December 20, 2017",AT10357530,Docattach
"Wednesday, December 20, 2017",AT10382080,Docattach
"Wednesday, December 20, 2017",AT10386930,Docattach
"Wednesday, December 20, 2017",AT10380910,Docattach
"Tuesday, December 26, 2017",AT10389730,Docattach
"Wednesday, December 27, 2017",AT10392450,Docattach
"Wednesday, December 27, 2017",AT10398570,Docattach
"Wednesday, December 27, 2017",AT10399080,Docattach
"Wednesday, December 27, 2017",AT10398580,Docattach
"Wednesday, December 27, 2017",AT10367700,Docattach
"Wednesday, December 27, 2017",AT10371520,Docattach
"Wednesday, December 27, 2017",AT10398990,Docattach
"Wednesday, December 27, 2017",AT10398700,Docattach
"Thursday, December 28, 2017",AT10381790,Docattach
"Tuesday, January 2, 2018",AT10397240,Docattach
"Tuesday, January 2, 2018",AU10002760,Docattach
"Tuesday, January 2, 2018",AT10399040,Docattach
"Tuesday, January 2, 2018",AT10399060,Docattach
"Tuesday, January 2, 2018",AT70007680,Docattach
"Tuesday, January 2, 2018",AT10386810,Docattach
"Tuesday, January 2, 2018",AT10390820,Docattach
"Tuesday, January 2, 2018",AT10367700,Docattach
"Tuesday, January 2, 2018",AT10399040,Docattach
"Tuesday, January 2, 2018",AT10399060,Docattach
"Tuesday, January 2, 2018",AT10383860,Docattach
"Tuesday, January 2, 2018",AT10393860,Docattach
"Tuesday, January 2, 2018",AT10374520,Docattach
"Tuesday, January 2, 2018",AT10390370,Docattach
"Tuesday, January 2, 2018",AT10380290,Docattach
"Tuesday, January 2, 2018",AT10391610,Docattach
"Tuesday, January 2, 2018",AT10392880,Docattach
"Tuesday, January 2, 2018",AT10399320,Docattach
"Tuesday, January 2, 2018",AT10389290,Docattach
"Tuesday, January 2, 2018",AT10388390,Docattach
"Tuesday, January 2, 2018",AT10387830,Docattach
"Tuesday, January 2, 2018",AT10378320,Docattach
"Tuesday, January 2, 2018",AT10355260,Docattach
"Thursday, January 4, 2018",AT10381760 ,Docattach
"Thursday, January 4, 2018",AT10399790,Docattach
"Thursday, January 4, 2018",AT10399870,Docattach
"Thursday, January 4, 2018",AT10399940,Docattach
"Thursday, January 4, 2018",AT10399910,Docattach
"Thursday, January 4, 2018",AT10399890,Docattach
"Thursday, January 4, 2018",AT10371570,Docattach
"Thursday, January 4, 2018",AT10371830,Docattach
"Thursday, January 4, 2018",AT10376040,Docattach
"Thursday, January 4, 2018",AT10399310,Docattach
"Thursday, January 4, 2018",AT10385040,Docattach
"Thursday, January 4, 2018",AT10389310,Docattach
"Thursday, January 4, 2018",AT10376910,Docattach
"Thursday, January 4, 2018",AT10388880,Docattach
"Thursday, January 4, 2018",AT10393950,Docattach
"Thursday, January 4, 2018",AT10388450,Docattach
"Thursday, January 4, 2018",AT10396440,Docattach
"Thursday, January 4, 2018",AT10391910,Docattach
"Thursday, January 4, 2018",AT10390700,Docattach
"Thursday, January 4, 2018",AT10392510,Docattach
"Thursday, January 4, 2018",AT10396020,Docattach
"Thursday, January 4, 2018",AT10391310,Docattach
"Friday, January 5, 2018",AT10399440,Docattach
"Friday, January 5, 2018",AT10399450,Docattach
"Friday, January 5, 2018",AT10399590,Docattach
"Friday, January 5, 2018",AT10372910,Docattach
"Friday, January 5, 2018",AT10397460,Docattach
"Friday, January 5, 2018",AT10379110,Docattach
"Friday, January 5, 2018",AT10385290,Docattach
"Friday, January 5, 2018",AT10385460,Docattach
"Friday, January 5, 2018",AT10385480,Docattach
"Friday, January 5, 2018",AT10384380,Docattach
"Wednesday, January 10, 2018",AT10374750,Docattach
"Wednesday, January 10, 2018",AT10389110,Docattach
"Wednesday, January 10, 2018",AT10389830,Docattach
"Wednesday, January 10, 2018",AT10391070,Docattach
"Wednesday, January 10, 2018",AT10385810,Docattach
"Wednesday, January 10, 2018",AT10391420,Docattach
"Wednesday, January 10, 2018",AT10397290,Docattach
"Wednesday, January 10, 2018",AT10391320,Docattach
"Wednesday, January 10, 2018",AT10397450,Docattach
"Wednesday, January 10, 2018",AT10392540,Docattach
"Wednesday, January 10, 2018",AT10369040,Docattach
"Wednesday, January 10, 2018",AT10386780,Docattach
"Wednesday, January 10, 2018",AT10377500,Docattach
"Wednesday, January 10, 2018",AT10375240,Docattach
"Wednesday, January 10, 2018",AT10393910,Docattach
"Wednesday, January 10, 2018",AT10386960,Docattach
"Friday, January 12, 2018",AT10401660,Docattach
"Friday, January 12, 2018",AT10379450,Docattach
"Friday, January 12, 2018",AT10390500,Docattach
"Friday, January 12, 2018",AT10385630,Docattach
"Friday, January 12, 2018",AT10393180,Docattach
"Friday, January 12, 2018",AT10395940,Docattach
"Friday, January 12, 2018",AT10355870,Docattach
"Friday, January 12, 2018",AT10393180,Docattach
"Friday, January 12, 2018",AT10366700,Docattach
"Friday, January 12, 2018",AT10393940,Docattach
"Friday, January 12, 2018",AT10383470,Docattach
"Tuesday, January 16, 2018",AT10401140,Docattach
"Tuesday, January 16, 2018",AT10401770,Docattach
"Tuesday, January 16, 2018",AT10401910,Docattach
"Tuesday, January 16, 2018",AT10379470,Docattach
"Tuesday, January 16, 2018",AT10391900,Docattach
"Tuesday, January 16, 2018",AT10393470,Docattach
"Tuesday, January 16, 2018",AT10379910,Docattach
"Tuesday, January 16, 2018",AT10401860,Docattach
"Tuesday, January 16, 2018",AT10401830,Docattach
"Tuesday, January 16, 2018",AT10401810,Docattach
"Tuesday, January 16, 2018",AT10401870,Docattach
"Tuesday, January 16, 2018",AT10396720,Docattach
"Tuesday, January 16, 2018",AT10401850,Docattach
"Tuesday, January 16, 2018",AT10378900,Docattach
"Tuesday, January 16, 2018",AT10393070,Docattach
"Thursday, January 18, 2018",AT10393180,Docattach
"Thursday, January 18, 2018",AT10402140,Docattach
"Thursday, January 18, 2018",AT10402200,Docattach
"Thursday, January 18, 2018",AT10402220,Docattach
"Thursday, January 18, 2018",AT10401920,Docattach
"Thursday, January 18, 2018",AT10402340,Docattach
"Thursday, January 18, 2018",AT10402180,Docattach
"Thursday, January 18, 2018",AT10402370,Docattach
"Thursday, January 18, 2018",AT10402420,Docattach
"Thursday, January 18, 2018",AT10383700,Docattach
"Thursday, January 18, 2018",AT10383440,Docattach
"Thursday, January 18, 2018",AT10402490,Docattach
"Thursday, January 18, 2018",AT10393570,Docattach
"Thursday, January 18, 2018",AT10397390,Docattach
"Thursday, January 18, 2018",AT10378180,Docattach
"Friday, January 19, 2018",AT10383370,Docattach
"Friday, January 19, 2018",AT10391010,Docattach
"Friday, January 19, 2018",AT10391760,Docattach
"Friday, January 19, 2018",AT10387040,Docattach
"Friday, January 19, 2018",AT10394710,Docattach
"Monday, January 22, 2018",AT10402530,Docattach
"Monday, January 22, 2018",AT10402640,Docattach
"Monday, January 22, 2018",AT10402540,Docattach
"Monday, January 22, 2018",AT10391020,Docattach
"Monday, January 22, 2018",AT10402150,Docattach
"Monday, January 22, 2018",AT10370900,Docattach
"Monday, January 22, 2018",AT10393910,Docattach
"Monday, January 22, 2018",AT10399800,Docattach
"Monday, January 22, 2018",AT10399860,Docattach
"Monday, January 22, 2018",AT10390150,Docattach
"Monday, January 22, 2018",AT10402900,Docattach
"Monday, January 22, 2018",AT10374830,Docattach
"Monday, January 22, 2018",AT10388710,Docattach
"Monday, January 22, 2018",AT10396440,Docattach
"Monday, January 22, 2018",AT10378020,Docattach
"Monday, January 22, 2018",AT10387320,Docattach
"Tuesday, January 23, 2018",AT10403130,Docattach
"Tuesday, January 23, 2018",AT10403040,Docattach
"Tuesday, January 23, 2018",AT10388720,Docattach
"Tuesday, January 23, 2018",AT10394820,Docattach
"Tuesday, January 23, 2018",AT10380300,Docattach
"Tuesday, January 23, 2018",AT10400050,Docattach
"Tuesday, January 23, 2018",AT10400130,Docattach
"Tuesday, January 23, 2018",AT10386130,Docattach
"Tuesday, January 23, 2018",AT10389540,Docattach
"Tuesday, January 23, 2018",AT10403150,Docattach
"Tuesday, January 23, 2018",AT10393790,Docattach
"Tuesday, January 23, 2018",AT10397220,Docattach
"Tuesday, January 23, 2018",AT10379610,Docattach
"Tuesday, January 23, 2018",AT10390240,Docattach
"Tuesday, January 23, 2018",AT10390500,Docattach
"Tuesday, January 23, 2018",AT10391610,Docattach
"Tuesday, January 23, 2018",AT10391650,Docattach
"Thursday, January 25, 2018",AT10392610,Docattach
"Thursday, January 25, 2018",AT10392610,Docattach
"Thursday, January 25, 2018",AT10394230,Docattach
"Thursday, January 25, 2018",AT10385880,Docattach
"Thursday, January 25, 2018",AT10386000,Docattach
"Thursday, January 25, 2018",AT10395310,Docattach
"Thursday, January 25, 2018",AT10398160,Docattach
"Thursday, January 25, 2018",AT10398160,Docattach
"Thursday, January 25, 2018",AT10383370,Docattach
"Thursday, January 25, 2018",AT10396860,Docattach
"Thursday, January 25, 2018",AT10397390,Docattach
"Thursday, January 25, 2018",AT10400310,Docattach
"Tuesday, January 30, 2018",AT10393760,Docattach
"Tuesday, January 30, 2018",AT10396890,Docattach
"Tuesday, January 30, 2018",AT10396800,Docattach
"Tuesday, January 30, 2018",AT10402340,Docattach
"Tuesday, January 30, 2018",AT10392840,Docattach
"Tuesday, January 30, 2018",AT10384750,Docattach
"Tuesday, January 30, 2018",AT10397780,Docattach
"Tuesday, January 30, 2018",AT10382030,Docattach
"Tuesday, January 30, 2018",AT10382200,Docattach
"Tuesday, January 30, 2018",AT10404170,Docattach
"Tuesday, January 30, 2018",AT10404100,Docattach
"Tuesday, January 30, 2018",AT10403950,Docattach
"Tuesday, January 30, 2018",AT10368960,Docattach
"Tuesday, January 30, 2018",AT10371060,Docattach
"Tuesday, January 30, 2018",AT10374910,Docattach
"Tuesday, January 30, 2018",AT10393530,Docattach
"Tuesday, January 30, 2018",AT10382840,Docattach
"Tuesday, January 30, 2018",AT10383970,Docattach
"Tuesday, January 30, 2018",AT10388880,Docattach
"Wednesday, January 31, 2018",AT10388880,Docattach
"Thursday, February 1, 2018",AT10376600,Docattach
"Thursday, February 1, 2018",AT10375160,Docattach
"Thursday, February 1, 2018",AT10376200,Docattach
"Thursday, February 1, 2018",AT10398710,Docattach
"Thursday, February 1, 2018",AT10387010,Docattach
"Thursday, February 1, 2018",AT10377030,Docattach
"Thursday, February 1, 2018",AT10380550,Docattach
"Thursday, February 1, 2018",AT10396890,Docattach
"Thursday, February 1, 2018",AT10399730,Docattach
"Thursday, February 1, 2018",AT70007490,Docattach
"Thursday, February 1, 2018",AT10391940,Docattach
"Thursday, February 1, 2018",AT10399050,Docattach
"Thursday, February 1, 2018",AT10394010,Docattach
"Thursday, February 1, 2018",AT10402800,Docattach
"Thursday, February 1, 2018",AT10398160,Docattach
"Thursday, February 1, 2018",AT10398160,Docattach
"Thursday, February 1, 2018",AT10403610,Docattach
"Thursday, February 1, 2018",AT10394430,Docattach
"Thursday, February 1, 2018",AT10377020,Docattach
"Thursday, February 1, 2018",AT10404480,Docattach
"Thursday, February 1, 2018",AT10372200,Docattach
"Thursday, February 1, 2018",AT10352770,Docattach
"Thursday, February 1, 2018",AT10393160,Docattach
"Thursday, February 1, 2018",AT10390450,Docattach
"Thursday, February 1, 2018",AT10387700,Docattach
"Thursday, February 1, 2018",AT10391310,Docattach
"Tuesday, February 6, 2018",AT10405220,Docattach
"Tuesday, February 6, 2018",AT10364700,Docattach
"Tuesday, February 6, 2018",AT10383310,Docattach
"Tuesday, February 6, 2018",AT10394900,Docattach
"Tuesday, February 6, 2018",AT10400410,Docattach
"Tuesday, February 6, 2018",AT10399450,Docattach
"Tuesday, February 6, 2018",AT10383540,Docattach
"Tuesday, February 6, 2018",AT10386870,Docattach
"Tuesday, February 6, 2018",AT10402250,Docattach
"Tuesday, February 6, 2018",AT10394900,Docattach
"Tuesday, February 6, 2018",AT10405980,Docattach
"Tuesday, February 6, 2018",AT10405700,Docattach
"Tuesday, February 6, 2018",AT10405720,Docattach
"Tuesday, February 6, 2018",AT10405640,Docattach
"Tuesday, February 6, 2018",AT10405690,Docattach
"Tuesday, February 6, 2018",AT10405710,Docattach
"Tuesday, February 6, 2018",AT10405740,Docattach
"Tuesday, February 6, 2018",AT10384140,Docattach
"Tuesday, February 6, 2018",AT10396220,Docattach
"Tuesday, February 6, 2018",AT10394890,Docattach
"Wednesday, February 7, 2018",AT10392610,Docattach
"Friday, February 9, 2018",AT10384250,Docattach
"Friday, February 9, 2018",AT10397250,Docattach
"Friday, February 9, 2018",AT10406940,Docattach
"Friday, February 9, 2018",AT10397810,Docattach
"Friday, February 9, 2018",AT10396860,Docattach
"Friday, February 9, 2018",AT10378700,Docattach
"Friday, February 9, 2018",AT10395310,Docattach
"Friday, February 9, 2018",AT10402550,Docattach
"Friday, February 9, 2018",AT10355870,Docattach
"Friday, February 9, 2018",AT10406890,Docattach
"Friday, February 9, 2018",AT10398640,Docattach
"Friday, February 9, 2018",AT10385280,Docattach
"Friday, February 9, 2018",AT10394900,Docattach
"Friday, February 9, 2018",AT10386050,Docattach
"Friday, February 9, 2018",AT10400370,Docattach
"Friday, February 9, 2018",AT10373650,Docattach
"Tuesday, February 13, 2018",AU10002760,Docattach
"Tuesday, February 13, 2018",AT10394480,Docattach
"Tuesday, February 13, 2018",AT10400570,Docattach
"Tuesday, February 13, 2018",AT70007250,Docattach
"Tuesday, February 13, 2018",AT10392380,Docattach
"Tuesday, February 13, 2018",AT10402650,Docattach
"Tuesday, February 13, 2018",AT10384750,Docattach
"Tuesday, February 13, 2018",AT10377850,Docattach
"Tuesday, February 20, 2018",AT10400220,Docattach
"Tuesday, February 20, 2018",AT10408060,Docattach
"Tuesday, February 20, 2018",AT10408180,Docattach
"Tuesday, February 20, 2018",AT10408210,Docattach
"Tuesday, February 20, 2018",AT10408320,Docattach
"Tuesday, February 20, 2018",AT10408530,Docattach
"Tuesday, February 20, 2018",AT10408520,Docattach
"Tuesday, February 20, 2018",AT10407870,Docattach
"Tuesday, February 20, 2018",AT10408220,Docattach
"Tuesday, February 20, 2018",AT10374500,Docattach
"Tuesday, February 20, 2018",AT70007670,Docattach
"Tuesday, February 20, 2018",AT10385500,Docattach
"Tuesday, February 20, 2018",AT10397460,Docattach
"Tuesday, February 20, 2018",AT10398640,Docattach
"Tuesday, February 20, 2018",AT10397030,Docattach
"Tuesday, February 20, 2018",AT10367860,Docattach
"Friday, March 23, 2018",AT10414280,Docattach
"Friday, March 23, 2018",AT10405410,Docattach
